GeneID,GeneSymbol,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,Total
ENSG00000150991,UBC,8,14,7,3,12,2,4,0,1,0,1,4,0,1,1,2,1,0,1,0,0,1,0,0,63
ENSG00000131269,ABCB7,12,7,5,1,2,4,2,1,1,3,1,0,2,1,0,1,0,0,2,2,2,1,0,0,50
ENSG00000174501,ANKRD36C,15,8,5,4,3,4,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,45
ENSG00000161203,AP2M1,11,15,4,1,2,2,0,1,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,43
ENSG00000012223,LTF,3,8,3,1,3,2,2,3,2,0,1,6,2,0,0,2,1,0,1,0,0,0,0,0,40
ENSG00000135976,ANKRD36,14,5,3,1,3,2,0,2,1,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,39
ENSG00000169045,HNRNPH1,13,9,1,6,0,1,1,2,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,38
ENSG00000119655,NPC2,5,7,7,3,2,2,3,1,1,0,1,0,0,1,0,1,1,1,2,0,0,0,0,0,38
ENSG00000196465,MYL6B,16,13,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,37
ENSG00000138385,SSB,8,9,4,2,0,4,0,0,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,36
ENSG00000137154,RPS6,3,11,2,1,4,0,3,1,0,0,1,1,1,2,0,0,1,0,2,0,0,0,1,0,34
ENSG00000104043,ATP8B4,16,10,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,33
ENSG00000005381,MPO,9,11,4,1,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33
ENSG00000101972,STAG2,15,9,2,0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,33
ENSG00000008128,CDK11A,5,8,5,3,0,2,1,1,0,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,32
ENSG00000134516,DOCK2,10,6,7,3,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,32
ENSG00000231389,HLA-DPA1,8,6,4,2,0,2,1,1,0,0,1,0,0,0,1,2,2,1,0,1,0,0,0,0,32
ENSG00000142347,MYO1F,8,6,4,1,0,1,0,1,1,1,0,1,0,3,1,2,0,1,0,1,0,0,0,0,32
ENSG00000081237,PTPRC,4,7,3,4,0,1,2,2,0,1,2,0,0,2,1,0,1,1,0,0,0,0,1,0,32
ENSG00000126524,SBDS,6,5,1,4,1,3,1,0,0,0,1,0,1,0,2,2,2,1,2,0,0,0,0,0,32
ENSG00000268400,AC008763.2,8,5,4,0,4,1,2,0,0,1,0,2,0,0,0,0,0,0,0,2,2,0,0,0,31
ENSG00000203710,CR1,7,8,3,0,0,0,1,0,2,0,1,1,2,1,0,3,0,0,1,0,1,0,0,0,31
ENSG00000011052,NME1-NME2,12,8,2,1,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31
ENSG00000101596,SMCHD1,1,12,4,3,1,2,0,1,1,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,31
ENSG00000172232,AZU1,4,13,2,0,0,0,3,1,1,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,30
ENSG00000248333,CDK11B,5,8,5,3,0,1,1,1,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,30
ENSG00000115677,HDLBP,8,9,5,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,30
ENSG00000076944,STXBP2,8,5,4,1,4,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,30
ENSG00000130227,XPO7,5,12,3,1,1,0,1,0,0,0,0,1,0,2,0,0,1,2,1,0,0,0,0,0,30
ENSG00000149311,ATM,3,5,3,5,2,2,0,0,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,29
ENSG00000239839,DEFA3,3,14,3,0,0,1,1,1,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,29
ENSG00000079805,DNM2,7,7,4,0,0,2,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,29
ENSG00000144848,ATG3,10,5,2,1,1,0,0,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,28
ENSG00000119535,CSF3R,7,5,6,0,0,0,0,1,1,0,0,4,0,1,0,1,0,1,0,0,1,0,0,0,28
ENSG00000144713,RPL32,6,2,3,2,2,5,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,28
ENSG00000137076,TLN1,8,12,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28
ENSG00000129003,VPS13C,5,7,0,6,2,1,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,1,0,0,28
ENSG00000105993,DNAJB6,6,4,2,3,0,1,1,1,0,0,0,1,0,2,1,1,0,0,0,0,1,3,0,0,27
ENSG00000223609,HBD,1,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
ENSG00000180198,RCC1,5,7,5,2,1,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,27
ENSG00000173821,RNF213,6,8,5,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,27
ENSG00000121741,ZMYM2,2,5,3,4,1,2,2,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,27
ENSG00000085265,FCN1,6,6,5,0,0,2,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,26
ENSG00000266714,MYO15B,9,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,26
ENSG00000172661,WASHC2C,6,9,3,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,26
ENSG00000179869,ABCA13,4,9,6,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25
ENSG00000141480,ARRB2,6,8,3,0,1,1,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,25
ENSG00000141568,FOXK2,8,6,3,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25
ENSG00000184445,KNTC1,7,7,1,2,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25
ENSG00000186652,PRG2,6,10,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25
ENSG00000104312,RIPK2,9,6,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25
ENSG00000152818,UTRN,5,5,1,1,1,1,1,0,0,1,2,3,1,0,0,1,1,0,0,0,0,1,0,0,25
ENSG00000014216,CAPN1,4,8,2,3,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,24
ENSG00000122497,NBPF14,5,7,1,1,0,0,3,1,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,24
ENSG00000134242,PTPN22,3,7,2,3,0,1,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,24
ENSG00000063978,RNF4,6,7,1,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24
ENSG00000137642,SORL1,5,8,4,0,0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
ENSG00000116209,TMEM59,6,5,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,24
ENSG00000130985,UBA1,4,11,4,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,24
ENSG00000155313,USP25,4,5,2,1,0,1,2,1,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,24
ENSG00000270249,AC093668.1_2,8,5,1,1,1,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,23
ENSG00000286185,AC242842.3,3,7,1,6,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,23
ENSG00000138772,ANXA3,2,10,5,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,23
ENSG00000204936,CD177,2,9,7,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23
ENSG00000130816,DNMT1,7,9,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,23
ENSG00000109917,ZPR1,9,5,3,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,23
ENSG00000101425,BPI,3,5,6,0,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,22
ENSG00000019582,CD74,3,3,3,1,2,0,0,2,0,2,0,0,0,2,1,2,0,1,0,0,0,0,0,0,22
ENSG00000196924,FLNA,6,7,1,1,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,22
ENSG00000263001,GTF2I,5,6,2,1,1,0,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,22
ENSG00000254709,IGLL5,6,4,0,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
ENSG00000169896,ITGAM,2,10,3,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,22
ENSG00000160255,ITGB2,6,4,1,3,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,22
ENSG00000118113,MMP8,3,8,2,0,1,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,22
ENSG00000285238,AC006064.6,4,7,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21
ENSG00000263264,AC119396.1,4,6,0,4,0,2,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,21
ENSG00000254979,AP000781.2,4,9,3,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21
ENSG00000047365,ARAP2,0,6,4,0,0,3,2,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,21
ENSG00000029363,BCLAF1,2,6,1,4,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,21
ENSG00000121691,CAT,4,4,1,1,0,1,1,2,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,21
ENSG00000133773,CCDC59,4,8,3,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,21
ENSG00000215301,DDX3X,7,5,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21
ENSG00000100985,MMP9,1,1,8,0,1,0,2,1,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,21
ENSG00000172890,NADSYN1,2,7,1,2,1,1,2,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,21
ENSG00000271425,NBPF10,3,7,1,6,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21
ENSG00000068831,RASGRP2,5,5,1,2,0,2,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,21
ENSG00000182899,RPL35A,5,2,0,4,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,21
ENSG00000267645,AC105052.3,5,4,2,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,20
ENSG00000197043,ANXA6,1,7,2,1,0,1,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,20
ENSG00000084234,APLP2,5,5,2,1,2,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20
ENSG00000135387,CAPRIN1,5,3,1,3,0,1,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,20
ENSG00000153922,CHD1,2,4,2,6,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,20
ENSG00000111642,CHD4,3,7,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20
ENSG00000173020,GRK2,4,7,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20
ENSG00000152601,MBNL1,6,6,0,3,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20
ENSG00000123066,MED13L,8,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
ENSG00000196535,MYO18A,8,7,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
ENSG00000203836,NBPF24,5,5,1,2,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,20
ENSG00000168255,POLR2J3,5,3,2,1,1,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,20
ENSG00000153827,TRIP12,5,7,1,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20
ENSG00000071127,WDR1,4,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
ENSG00000010244,ZNF207,9,3,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ENSG00000064687,ABCA7,2,7,1,2,1,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,19
ENSG00000258461,AC012651.1,4,5,3,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19
ENSG00000029534,ANK1,2,11,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19
ENSG00000075884,ARHGAP15,3,4,3,1,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19
ENSG00000092529,CAPN3,4,5,3,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,19
ENSG00000064012,CASP8,3,5,1,0,0,0,1,2,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,19
ENSG00000131778,CHD1L,4,4,2,1,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19
ENSG00000136732,GYPC,3,4,0,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,19
ENSG00000109971,HSPA8,4,5,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19
ENSG00000178035,IMPDH2,9,3,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,19
ENSG00000136167,LCP1,2,6,1,3,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,19
ENSG00000128534,LSM8,9,0,1,1,1,0,0,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,19
ENSG00000126934,MAP2K2,4,6,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,19
ENSG00000123349,PFDN5,8,1,1,2,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,19
ENSG00000123143,PKN1,5,6,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,19
ENSG00000137841,PLCB2,6,8,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
ENSG00000167526,RPL13,6,3,0,0,0,2,1,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,19
ENSG00000166888,STAT6,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
ENSG00000134825,TMEM258,9,3,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,19
ENSG00000164062,APEH,3,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,18
ENSG00000204463,BAG6,4,7,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
ENSG00000105205,CLC,5,8,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18
ENSG00000104671,DCTN6,7,1,1,1,0,1,1,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,18
ENSG00000102580,DNAJC3,2,4,4,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,18
ENSG00000087086,FTL,2,3,3,3,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,18
ENSG00000215252,GOLGA8B,3,1,1,4,3,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,18
ENSG00000234745,HLA-B,4,6,2,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,18
ENSG00000196126,HLA-DRB1,7,3,1,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18
ENSG00000257017,HP,4,5,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18
ENSG00000100345,MYH9,5,5,0,1,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,18
ENSG00000140853,NLRC5,4,4,2,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,18
ENSG00000243678,NME2,5,5,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18
ENSG00000132182,NUP210,5,8,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18
ENSG00000138964,PARVG,3,7,1,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000215021,PHB2,7,1,0,3,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,18
ENSG00000148290,SURF1,6,4,2,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18
ENSG00000105053,VRK3,3,6,3,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,18
ENSG00000158578,ALAS2,6,2,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,17
ENSG00000158019,BABAM2,9,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17
ENSG00000172270,BSG,5,3,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,17
ENSG00000026508,CD44,4,4,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,17
ENSG00000002586,CD99,4,2,0,4,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000133063,CHIT1,0,11,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,17
ENSG00000158856,DMTN,2,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,17
ENSG00000135636,DYSF,1,9,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,17
ENSG00000159023,EPB41,4,6,2,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17
ENSG00000117868,ESYT2,10,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000103657,HERC1,1,6,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,17
ENSG00000204525,HLA-C,3,6,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,17
ENSG00000248672,LY75-CD302,3,3,5,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,17
ENSG00000127603,MACF1,4,6,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17
ENSG00000100030,MAPK1,7,1,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,17
ENSG00000197111,PCBP2,3,7,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000078674,PCM1,5,2,1,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,17
ENSG00000115020,PIKFYVE,4,6,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,17
ENSG00000139687,RB1,1,1,0,0,5,2,0,1,0,0,1,0,1,0,0,1,3,0,0,0,0,1,0,0,17
ENSG00000197728,RPS26,4,3,3,0,0,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,17
ENSG00000116560,SFPQ,2,6,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
ENSG00000163554,SPTA1,4,7,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
ENSG00000131473,ACLY,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000042980,ADAM28,6,1,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,16
ENSG00000117448,AKR1A1,4,6,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16
ENSG00000089820,ARHGAP4,7,2,2,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,16
ENSG00000013441,CLK1,1,6,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16
ENSG00000110090,CPT1A,3,9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,16
ENSG00000183258,DDX41,3,7,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000147202,DIAPH2,4,2,1,1,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,16
ENSG00000167658,EEF2,3,3,1,4,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16
ENSG00000175265,GOLGA8A,3,2,1,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16
ENSG00000148180,GSN,4,5,1,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,16
ENSG00000244734,HBB,1,9,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,16
ENSG00000223865,HLA-DPB1,4,3,1,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,16
ENSG00000140400,MAN2C1,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
ENSG00000239672,NME1,9,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000147140,NONO,6,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16
ENSG00000147162,OGT,2,3,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
ENSG00000067225,PKM,3,3,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,16
ENSG00000105223,PLD3,6,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000100614,PPM1A,3,5,0,0,0,1,1,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,16
ENSG00000119707,RBM25,1,2,2,2,1,2,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,16
ENSG00000023191,RNH1,1,11,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000120438,TCP1,3,3,1,2,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,16
ENSG00000072274,TFRC,6,2,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16
ENSG00000141510,TP53,7,3,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,16
ENSG00000070010,UFD1,7,1,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16
ENSG00000169554,ZEB2,2,3,2,1,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16
ENSG00000285920,AC087721.2,4,5,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,15
ENSG00000285043,AC093512.2,4,2,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,15
ENSG00000149925,ALDOA,4,2,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,15
ENSG00000131503,ANKHD1,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15
ENSG00000254996,ANKHD1-EIF4EBP3,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15
ENSG00000042493,CAPG,2,5,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15
ENSG00000162909,CAPN2,2,4,3,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,15
ENSG00000104894,CD37,4,7,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
ENSG00000107099,DOCK8,4,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,15
ENSG00000120690,ELF1,4,3,2,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15
ENSG00000120705,ETF1,3,6,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,15
ENSG00000000938,FGR,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000232653,GOLGA8N,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15
ENSG00000250361,GYPB,4,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15
ENSG00000180573,H2AC6,0,6,0,1,0,1,2,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,15
ENSG00000158373,H2BC5,5,3,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,15
ENSG00000100644,HIF1A,4,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15
ENSG00000135486,HNRNPA1,2,6,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,15
ENSG00000076662,ICAM3,2,4,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,15
ENSG00000005961,ITGA2B,3,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
ENSG00000126777,KTN1,2,3,3,1,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,15
ENSG00000148346,LCN2,1,6,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,15
ENSG00000168961,LGALS9,6,1,1,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,15
ENSG00000257335,MGAM,0,8,2,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,15
ENSG00000099331,MYO9B,3,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,15
